도,시군,품목,작기,농가명,날짜,평균 : 온도_외부,최대 : 일일누적일사량,최대 : 강우감지,평균 : 온도_내부,평균 : 상대습도_내부,평균 : 잔존이산화탄소(CO2),평균 : 토양온도,합계 : 결측치-일사량추정
강원,철원,완숙토마토,1,11,2022-09-28,,,0,12.8,89.8,661.0,13.05,
강원,평창,완숙토마토,1,9,2022-07-08,,1288,0,25.0,81.88,419.2,25.14,
강원,평창,완숙토마토,1,9,2022-07-09,,2361,0,26.63,81.77,424.5,26.7,
강원,평창,완숙토마토,1,9,2022-07-10,,2544,0,27.35,80.09,421.4,27.48,
강원,평창,완숙토마토,1,9,2022-07-11,,1660,0,25.39,88.99,414.1,25.16,
강원,평창,완숙토마토,1,9,2022-07-12,,2524,0,27.36,77.24,366.4,27.63,
강원,평창,완숙토마토,1,9,2022-07-13,,817,0,23.12,91.31,431.19,22.87,
강원,평창,완숙토마토,1,9,2022-07-14,,2043,0,24.48,87.66,430.67,24.35,
강원,평창,완숙토마토,1,9,2022-07-15,,3087,0,23.69,80.81,417.93,23.93,
강원,평창,완숙토마토,1,9,2022-07-16,,2609,0,22.31,86.37,419.53,22.34,
강원,평창,완숙토마토,1,9,2022-07-17,,1569,0,23.53,84.51,410.13,23.6,
강원,평창,완숙토마토,1,9,2022-07-18,,2031,0,23.96,83.32,418.94,24.07,
강원,평창,완숙토마토,1,9,2022-07-19,,2655,0,25.24,80.21,422.38,25.45,
강원,평창,완숙토마토,1,9,2022-07-20,,2230,0,25.2,80.86,425.25,25.38,
강원,평창,완숙토마토,1,9,2022-07-21,,911,0,22.41,90.86,401.13,22.21,
강원,평창,완숙토마토,1,9,2022-07-22,,1468,0,22.91,88.11,407.07,22.83,
강원,평창,완숙토마토,1,9,2022-07-23,,2196,0,23.53,83.71,436.63,23.64,
강원,평창,완숙토마토,1,9,2022-07-24,,2032,0,24.57,85.47,508.6,24.55,
강원,평창,완숙토마토,1,9,2022-07-25,,2980,0,26.04,78.29,441.79,26.31,
강원,평창,완숙토마토,1,9,2022-07-26,,2752,0,27.45,73.38,422.38,27.9,
강원,평창,완숙토마토,1,9,2022-07-27,,2527,0,25.34,75.09,418.31,25.8,
강원,평창,완숙토마토,1,9,2022-07-28,,2364,0,26.16,77.21,426.0,26.48,
강원,평창,완숙토마토,1,9,2022-07-29,,3017,0,28.69,73.28,437.56,29.1,
강원,평창,완숙토마토,1,9,2022-07-30,,2229,0,25.86,81.85,454.36,25.96,
강원,평창,완숙토마토,1,9,2022-07-31,,767,0,24.93,91.03,441.06,24.62,
강원,평창,완숙토마토,1,9,2022-08-01,,1110,0,25.96,88.46,408.69,25.73,
강원,평창,완숙토마토,1,9,2022-08-02,,1114,0,25.83,90.02,419.0,25.53,
강원,평창,완숙토마토,1,9,2022-08-03,,736,0,25.03,92.79,433.47,24.63,
강원,평창,완숙토마토,1,9,2022-08-04,,2347,0,27.39,80.84,431.69,27.48,
강원,평창,완숙토마토,1,9,2022-08-05,,2594,0,27.41,83.57,458.08,27.36,
강원,평창,완숙토마토,1,9,2022-08-06,,2085,0,27.36,84.73,533.88,27.26,
강원,평창,완숙토마토,1,9,2022-08-07,,1835,0,26.99,85.83,435.63,26.85,
강원,평창,완숙토마토,1,9,2022-08-08,,432,0,24.73,93.1,421.81,24.33,
강원,평창,완숙토마토,1,9,2022-08-09,,680,0,24.67,94.26,426.75,24.21,
강원,평창,완숙토마토,1,9,2022-08-10,,1427,0,24.09,91.49,426.88,23.79,
강원,평창,완숙토마토,1,9,2022-08-11,,519,0,23.61,95.57,415.75,23.13,
강원,평창,완숙토마토,1,9,2022-08-12,,2962,0,27.33,76.57,430.44,27.63,
강원,평창,완숙토마토,1,9,2022-08-13,,821,0,24.02,88.59,433.57,23.87,
강원,평창,완숙토마토,1,9,2022-08-14,,1714,0,26.38,85.95,436.44,26.26,
강원,평창,완숙토마토,1,9,2022-08-15,,778,0,25.46,87.19,406.5,25.32,
강원,평창,완숙토마토,1,9,2022-08-16,,2607,0,26.88,74.34,411.25,27.31,
강원,평창,완숙토마토,1,9,2022-08-17,,1797,0,24.62,76.21,435.4,25.05,
강원,평창,완숙토마토,1,9,2022-08-18,,2664,0,25.71,70.82,425.19,26.36,
강원,평창,완숙토마토,1,9,2022-08-19,,1141,0,24.16,81.21,426.31,24.36,
강원,평창,완숙토마토,1,9,2022-08-20,,1877,0,27.3,77.42,429.31,27.56,
강원,평창,완숙토마토,1,9,2022-08-21,,2753,0,26.61,71.71,428.38,27.18,
강원,평창,완숙토마토,1,9,2022-08-22,,1828,0,25.7,76.59,437.56,26.07,
강원,평창,완숙토마토,1,9,2022-08-23,,674,0,24.18,79.76,438.13,24.45,
강원,평창,완숙토마토,1,9,2022-08-24,,1174,0,22.43,72.69,420.94,23.12,
강원,평창,완숙토마토,1,9,2022-08-25,,1276,0,21.47,79.38,428.69,21.88,
강원,평창,완숙토마토,1,9,2022-08-26,,2450,0,22.23,71.41,430.5,23.0,
강원,평창,완숙토마토,1,9,2022-08-27,,2958,0,21.76,63.54,431.63,22.93,
강원,평창,완숙토마토,1,9,2022-08-28,,2781,0,21.3,63.01,431.81,22.52,
강원,평창,완숙토마토,1,9,2022-08-29,,847,0,19.99,81.42,445.44,20.36,
강원,평창,완숙토마토,1,9,2022-08-30,,550,0,19.69,87.49,453.56,19.77,
강원,평창,완숙토마토,1,9,2022-08-31,,921,0,21.11,80.69,433.0,21.47,
강원,평창,완숙토마토,1,9,2022-09-01,,2370,0,22.26,73.27,434.75,22.93,
강원,평창,완숙토마토,1,9,2022-09-02,,2190,0,20.41,70.03,445.67,21.32,
강원,평창,완숙토마토,1,9,2022-09-03,,1357,0,21.04,70.27,433.75,21.91,
강원,평창,완숙토마토,1,9,2022-09-04,,877,0,21.93,85.46,435.0,22.02,
강원,평창,완숙토마토,1,9,2022-09-05,,452,0,22.61,91.86,448.81,22.35,
강원,평창,완숙토마토,1,9,2022-09-06,,1415,0,19.98,79.36,413.88,20.45,
강원,평창,완숙토마토,1,9,2022-09-07,,2804,0,19.75,69.36,445.19,20.72,
강원,평창,완숙토마토,1,9,2022-09-08,,2552,0,21.53,68.44,448.31,22.47,
강원,평창,완숙토마토,1,9,2022-09-09,,2512,0,20.64,64.77,458.81,21.8,
강원,평창,완숙토마토,1,9,2022-09-10,,2037,0,19.46,68.76,469.69,20.47,
강원,평창,완숙토마토,1,9,2022-09-11,,1441,0,21.5,76.55,462.56,22.04,
강원,평창,완숙토마토,1,9,2022-09-12,,1779,0,22.26,79.9,448.63,22.61,
강원,평창,완숙토마토,1,9,2022-09-13,,1121,0,22.44,80.26,452.94,22.76,
강원,평창,완숙토마토,1,9,2022-09-14,,1595,0,21.74,64.89,426.0,22.85,
강원,평창,완숙토마토,1,9,2022-09-15,,2305,0,22.34,75.74,419.81,22.89,
강원,평창,완숙토마토,1,9,2022-09-16,,1864,0,21.79,83.72,440.63,21.97,
강원,평창,완숙토마토,1,9,2022-09-17,,2217,0,24.4,83.25,447.38,24.49,
강원,평창,완숙토마토,1,9,2022-09-18,,967,0,24.37,82.37,435.25,24.51,
강원,평창,완숙토마토,1,9,2022-09-19,,769,0,20.78,75.88,424.81,21.39,
강원,평창,완숙토마토,1,9,2022-09-20,,1431,0,16.62,75.15,451.5,17.43,
강원,평창,완숙토마토,1,9,2022-09-21,,2292,0,17.25,71.59,463.44,18.21,
강원,평창,완숙토마토,1,9,2022-09-22,,1961,0,18.0,70.78,460.44,18.97,
강원,평창,완숙토마토,1,9,2022-09-23,,2052,0,17.26,75.95,490.13,18.01,
강원,평창,완숙토마토,1,9,2022-09-24,,2604,0,16.25,68.96,470.44,17.38,
강원,평창,완숙토마토,1,9,2022-09-25,,1626,0,16.38,75.51,483.5,17.19,
강원,평창,완숙토마토,1,9,2022-09-26,,2031,0,17.85,74.47,492.88,18.65,
강원,평창,완숙토마토,1,9,2022-09-27,,2241,0,18.16,70.79,499.25,19.13,
강원,평창,완숙토마토,1,9,2022-09-28,,1619,0,16.86,78.28,497.63,17.51,
강원,평창,완숙토마토,1,9,2022-09-29,,2080,0,18.92,78.68,504.69,19.47,
강원,평창,완숙토마토,1,9,2022-09-30,,1980,0,18.16,75.7,497.81,18.88,
강원,평창,완숙토마토,1,9,2022-10-01,,2031,0,18.79,73.83,468.44,19.58,
강원,평창,완숙토마토,1,9,2022-10-02,,548,0,16.05,89.14,516.0,16.2,
강원,평창,완숙토마토,1,9,2022-10-03,,295,0,19.39,96.14,513.63,19.06,
강원,평창,완숙토마토,1,9,2022-10-04,,650,0,19.3,92.74,462.31,19.14,
강원,평창,완숙토마토,1,9,2022-10-05,,968,0,16.65,85.18,497.38,16.97,
강원,평창,완숙토마토,1,9,2022-10-06,,971,0,15.38,84.13,486.94,15.8,
강원,평창,완숙토마토,1,9,2022-10-07,,936,0,15.55,85.69,481.88,15.89,
강원,평창,완숙토마토,1,9,2022-10-08,,1489,0,14.7,77.44,471.94,15.48,
강원,평창,완숙토마토,1,9,2022-10-09,,888,0,14.08,86.48,479.69,14.44,
강원,평창,완숙토마토,1,9,2022-10-10,,714,0,12.31,89.05,443.31,12.62,
강원,평창,완숙토마토,1,9,2022-10-11,,1902,0,15.24,82.23,430.75,15.76,
강원,평창,완숙토마토,1,9,2022-10-12,,1786,0,16.1,82.91,464.63,16.55,
강원,평창,완숙토마토,1,9,2022-10-13,,1642,0,15.58,79.97,487.0,16.2,
강원,평창,완숙토마토,1,9,2022-10-14,,1570,0,16.84,81.84,473.38,17.32,
강원,평창,완숙토마토,1,9,2022-10-15,,1756,0,17.89,80.72,519.06,18.38,
강원,평창,완숙토마토,1,9,2022-10-16,,768,0,16.96,89.41,518.75,17.06,
강원,평창,완숙토마토,1,9,2022-10-17,,1790,0,14.79,79.81,494.5,15.45,
강원,평창,완숙토마토,1,9,2022-10-18,,1957,0,14.28,73.86,448.5,15.26,
강원,평창,완숙토마토,1,9,2022-10-19,,1940,0,14.72,73.66,452.31,15.69,
강원,평창,완숙토마토,1,9,2022-10-20,,1935,0,14.81,72.55,466.63,15.83,
강원,평창,완숙토마토,1,9,2022-10-21,,1742,0,14.81,76.08,484.81,15.65,
강원,평창,완숙토마토,1,9,2022-10-22,,1700,0,14.76,75.13,491.63,15.65,
강원,평창,완숙토마토,1,9,2022-10-23,,938,0,14.27,86.95,497.81,14.6,
강원,평창,완숙토마토,1,9,2022-10-24,,1024,0,13.04,83.8,453.44,13.58,
강원,평창,완숙토마토,1,9,2022-10-25,,800,0,12.41,81.33,456.56,13.1,
강원,평창,완숙토마토,1,9,2022-10-26,,1536,0,13.93,76.89,461.63,14.77,
강원,평창,완숙토마토,1,9,2022-10-27,,1624,0,14.09,77.36,469.19,14.9,
강원,평창,완숙토마토,1,9,2022-10-28,,890,0,13.16,76.22,473.88,14.07,
강원,평창,완숙토마토,1,9,2022-10-29,,1332,0,12.59,77.98,475.25,13.43,
강원,평창,완숙토마토,1,9,2022-10-30,,1380,0,13.66,79.25,488.69,14.4,
강원,평창,완숙토마토,1,9,2022-10-31,,1396,0,13.01,78.84,482.69,13.79,
강원,평창,완숙토마토,1,9,2022-11-01,,1312,0,12.54,76.36,494.94,13.46,
강원,평창,완숙토마토,1,9,2022-11-02,,1490,0,13.17,76.31,478.25,14.07,
강원,평창,완숙토마토,1,9,2022-11-03,,706,0,11.66,84.34,458.31,12.23,
강원,평창,완숙토마토,1,9,2022-11-04,,1680,0,12.28,73.63,448.06,13.35,
강원,평창,완숙토마토,1,9,2022-11-05,,1697,0,12.37,66.68,461.0,13.78,
강원,평창,완숙토마토,1,9,2022-11-06,,1519,0,12.64,70.99,458.63,13.82,
강원,평창,완숙토마토,1,9,2022-11-07,,1320,0,12.71,75.51,467.63,13.67,
강원,평창,완숙토마토,1,9,2022-11-08,,1422,0,12.99,79.92,468.56,13.72,
강원,평창,완숙토마토,1,9,2022-11-09,,1256,0,11.61,74.24,485.25,12.68,
강원,평창,완숙토마토,1,9,2022-11-10,,1344,0,13.98,81.09,480.69,14.61,
강원,평창,완숙토마토,1,9,2022-11-11,,1270,0,14.55,80.9,479.13,15.17,
강원,평창,완숙토마토,1,9,2022-11-12,,809,0,7.7,84.0,578.0,8.45,
강원,평창,완숙토마토,1,12,2022-09-04,,877,0,20.81,91.07,397.44,20.67,
강원,평창,완숙토마토,1,12,2022-09-05,,452,0,20.68,93.61,417.0,20.42,
강원,평창,완숙토마토,1,12,2022-09-06,,1415,0,18.64,85.78,397.25,18.85,
강원,평창,완숙토마토,1,12,2022-09-07,,2804,0,19.51,71.7,408.75,20.37,
강원,평창,완숙토마토,1,12,2022-09-08,,2552,0,19.24,76.28,422.13,19.89,
강원,평창,완숙토마토,1,12,2022-09-09,,2512,0,18.59,70.26,424.0,19.56,
강원,평창,완숙토마토,1,12,2022-09-10,,2037,0,17.77,76.57,425.5,18.47,
강원,평창,완숙토마토,1,12,2022-09-11,,1441,0,19.21,84.31,429.56,19.47,
강원,평창,완숙토마토,1,12,2022-09-12,,1779,0,21.09,85.91,421.56,21.19,
강원,평창,완숙토마토,1,12,2022-09-13,,1121,0,20.45,85.56,426.75,20.59,
강원,평창,완숙토마토,1,12,2022-09-14,,1595,0,19.87,76.21,403.44,20.5,
강원,평창,완숙토마토,1,12,2022-09-15,,2305,0,21.21,76.9,404.63,21.75,
강원,평창,완숙토마토,1,12,2022-09-16,,1864,0,22.2,82.77,415.63,22.41,
강원,평창,완숙토마토,1,12,2022-09-17,,2217,0,24.18,82.13,430.44,24.34,
강원,평창,완숙토마토,1,12,2022-09-18,,967,0,22.71,86.33,432.06,22.72,
강원,평창,완숙토마토,1,12,2022-09-19,,769,0,19.13,83.49,396.25,19.43,
강원,평창,완숙토마토,1,12,2022-09-20,,1431,0,14.95,79.44,411.94,15.62,
강원,평창,완숙토마토,1,12,2022-09-21,,2292,0,15.81,74.2,415.13,16.71,
강원,평창,완숙토마토,1,12,2022-09-22,,1961,0,16.44,75.94,410.25,17.22,
강원,평창,완숙토마토,1,12,2022-09-23,,2052,0,16.28,73.98,412.94,17.17,
강원,평창,완숙토마토,1,12,2022-09-24,,2604,0,15.11,67.13,421.31,16.38,
강원,평창,완숙토마토,1,12,2022-09-25,,1626,0,14.93,77.86,427.44,15.68,
강원,평창,완숙토마토,1,12,2022-09-26,,2031,0,16.0,75.14,425.63,16.84,
강원,평창,완숙토마토,1,12,2022-09-27,,2241,0,16.94,74.43,424.81,17.78,
강원,평창,완숙토마토,1,12,2022-09-28,,1619,0,15.27,80.66,420.19,15.87,
강원,평창,완숙토마토,1,12,2022-09-29,,2080,0,17.59,77.86,417.06,18.23,
강원,평창,완숙토마토,1,12,2022-09-30,,1980,0,17.26,76.39,430.69,17.99,
강원,평창,완숙토마토,1,12,2022-10-01,,2031,0,17.28,74.11,438.25,18.12,
강원,평창,완숙토마토,1,12,2022-10-02,,548,0,15.4,90.31,435.25,15.52,
강원,평창,완숙토마토,1,12,2022-10-03,,295,0,19.68,92.88,407.13,19.5,
강원,평창,완숙토마토,1,12,2022-10-04,,650,0,17.32,89.55,411.44,17.4,
강원,평창,완숙토마토,1,12,2022-10-05,,968,0,13.64,85.22,416.19,14.08,
강원,평창,완숙토마토,1,12,2022-10-06,,971,0,14.61,85.79,436.5,14.99,
강원,평창,완숙토마토,1,12,2022-10-07,,936,0,15.33,87.43,446.06,15.59,
강원,평창,완숙토마토,1,12,2022-10-08,,1489,0,17.16,81.0,447.56,17.66,
강원,평창,완숙토마토,1,12,2022-10-09,,888,0,15.99,86.93,440.69,16.25,
강원,평창,완숙토마토,1,12,2022-10-10,,714,0,11.78,83.9,429.13,12.37,
강원,평창,완숙토마토,1,12,2022-10-11,,1902,0,15.54,77.16,431.25,16.3,
강원,평창,완숙토마토,1,12,2022-10-12,,1786,0,16.38,79.52,459.75,16.99,
강원,평창,완숙토마토,1,12,2022-10-13,,1642,0,16.48,79.62,459.13,17.08,
강원,평창,완숙토마토,1,12,2022-10-14,,1570,0,19.08,82.9,453.63,19.41,
강원,평창,완숙토마토,1,12,2022-10-15,,1756,0,20.88,81.45,460.38,21.21,
강원,평창,완숙토마토,1,12,2022-10-16,,768,0,18.07,87.76,466.31,18.2,
강원,평창,완숙토마토,1,12,2022-10-17,,1790,0,16.78,76.26,451.44,17.53,
강원,평창,완숙토마토,1,12,2022-10-18,,1957,0,14.54,72.86,447.13,15.55,
강원,평창,완숙토마토,1,12,2022-10-19,,1940,0,14.19,71.57,453.25,15.28,
강원,평창,완숙토마토,1,12,2022-10-20,,1935,0,14.63,69.45,465.06,15.81,
강원,평창,완숙토마토,1,12,2022-10-21,,1742,0,15.19,68.28,471.13,16.4,
강원,평창,완숙토마토,1,12,2022-10-22,,1700,0,15.9,69.88,475.0,17.0,
강원,평창,완숙토마토,1,12,2022-10-23,,938,0,13.88,86.23,471.81,14.26,
강원,평창,완숙토마토,1,12,2022-10-24,,1024,0,11.89,86.24,447.19,12.36,
강원,평창,완숙토마토,1,12,2022-10-25,,800,0,10.14,85.98,454.94,10.69,
강원,평창,완숙토마토,1,12,2022-10-26,,1536,0,12.52,79.99,458.25,13.27,
강원,평창,완숙토마토,1,12,2022-10-27,,1624,0,14.34,76.56,467.69,15.18,
강원,평창,완숙토마토,1,12,2022-10-28,,890,0,13.14,88.31,477.13,13.45,
강원,평창,완숙토마토,1,12,2022-10-29,,1332,0,14.31,83.14,467.44,14.83,
강원,평창,완숙토마토,1,12,2022-10-30,,1380,0,14.39,82.79,471.44,14.92,
강원,평창,완숙토마토,1,12,2022-10-31,,1396,0,14.23,83.46,468.0,14.74,
강원,평창,완숙토마토,1,12,2022-11-01,,1312,0,14.09,80.37,471.38,14.75,
강원,평창,완숙토마토,1,12,2022-11-02,,1490,0,13.38,75.93,467.06,14.29,
강원,평창,완숙토마토,1,12,2022-11-03,,706,0,10.81,81.31,464.94,11.56,
강원,평창,완숙토마토,1,12,2022-11-04,,1680,0,10.98,74.58,444.44,12.06,
강원,평창,완숙토마토,1,12,2022-11-05,,1697,0,9.5,71.54,453.06,10.79,
강원,평창,완숙토마토,1,12,2022-11-06,,1519,0,10.58,74.75,460.81,11.67,
강원,평창,완숙토마토,1,12,2022-11-07,,1320,0,11.31,75.97,463.38,12.3,
강원,평창,완숙토마토,1,12,2022-11-08,,1422,0,13.16,76.39,478.06,14.06,
강원,평창,완숙토마토,1,12,2022-11-09,,1256,0,12.15,75.61,470.88,13.13,
강원,평창,완숙토마토,1,12,2022-11-10,,1344,0,14.11,79.16,472.0,14.83,
강원,평창,완숙토마토,1,12,2022-11-11,,1270,0,14.77,80.3,480.25,15.41,
강원,평창,완숙토마토,1,12,2022-11-12,,809,0,10.8,88.9,528.0,11.18,
강원,평창,완숙토마토,1,13,2022-09-30,15.34,1801,0,19.16,84.31,,19.42,
강원,평창,완숙토마토,1,13,2022-10-01,15.68,1892,0,19.78,84.69,,19.99,
강원,평창,완숙토마토,1,13,2022-10-02,14.17,438,1,18.15,94.32,,17.96,
강원,평창,완숙토마토,1,13,2022-10-03,18.8,117,1,19.21,99.32,,18.73,
강원,평창,완숙토마토,1,13,2022-10-04,17.5,538,1,18.92,94.74,,18.68,
강원,평창,완숙토마토,1,13,2022-10-05,13.48,1029,0,17.2,88.08,,17.36,
강원,평창,완숙토마토,1,13,2022-10-06,12.91,857,0,16.91,87.76,,17.09,
강원,평창,완숙토마토,1,13,2022-10-07,11.75,828,1,17.47,90.21,,17.51,
강원,평창,완숙토마토,1,13,2022-10-08,10.7,1454,0,17.63,81.89,,18.07,
강원,평창,완숙토마토,1,13,2022-10-09,10.76,730,1,17.24,90.64,,17.27,
강원,평창,완숙토마토,1,13,2022-10-10,7.58,568,1,16.9,91.62,,16.89,
강원,평창,완숙토마토,1,13,2022-10-11,7.64,1725,0,17.3,83.46,,17.68,
강원,평창,완숙토마토,1,13,2022-10-12,10.19,1685,0,18.17,83.59,,18.51,
강원,평창,완숙토마토,1,13,2022-10-13,11.4,1561,0,18.23,84.96,,18.5,
강원,평창,완숙토마토,1,13,2022-10-14,13.14,1465,0,18.38,84.88,,18.64,
강원,평창,완숙토마토,1,13,2022-10-15,14.63,1610,0,18.78,84.99,,19.02,
강원,평창,완숙토마토,1,13,2022-10-16,14.41,656,0,17.86,90.08,,17.89,
강원,평창,완숙토마토,1,13,2022-10-17,10.07,1642,0,17.3,80.43,,17.83,
강원,평창,완숙토마토,1,13,2022-10-18,4.35,1768,0,16.32,79.18,,16.95,
강원,평창,완숙토마토,1,13,2022-10-19,4.55,1743,0,16.45,77.37,,17.16,
강원,평창,완숙토마토,1,13,2022-10-20,6.92,1734,0,17.56,76.47,,18.27,
강원,평창,완숙토마토,1,13,2022-10-21,8.6,1494,0,17.57,77.1,,18.25,
강원,평창,완숙토마토,1,13,2022-10-22,10.01,1503,0,17.79,79.28,,18.35,
강원,평창,완숙토마토,1,13,2022-10-23,9.43,949,1,17.57,88.57,,17.69,
강원,평창,완숙토마토,1,13,2022-10-24,6.37,969,1,16.93,88.35,,17.08,
강원,평창,완숙토마토,1,13,2022-10-25,4.9,729,1,16.73,86.61,,16.98,
강원,평창,완숙토마토,1,13,2022-10-26,6.48,1520,0,17.05,81.14,,17.55,
강원,평창,완숙토마토,1,13,2022-10-27,8.52,1408,0,17.41,81.25,,17.89,
강원,평창,완숙토마토,1,13,2022-10-28,8.67,999,0,17.07,84.32,,17.42,
강원,평창,완숙토마토,1,13,2022-10-29,9.78,1184,0,17.36,84.47,,17.69,
강원,평창,완숙토마토,1,13,2022-10-30,9.73,1276,0,15.95,87.25,,16.2,
강원,평창,완숙토마토,1,13,2022-10-31,9.33,1309,0,15.03,87.44,,15.31,
강원,평창,완숙토마토,1,13,2022-11-01,8.53,1293,0,14.82,87.53,,15.1,
강원,평창,완숙토마토,1,13,2022-11-02,6.39,1352,0,14.1,85.72,,14.5,
강원,평창,완숙토마토,1,13,2022-11-03,5.52,551,0,15.16,88.94,,15.36,
강원,평창,완숙토마토,1,13,2022-11-04,2.26,1484,0,14.88,82.27,,15.42,
강원,평창,완숙토마토,1,13,2022-11-05,0.35,1499,0,15.18,82.86,,15.68,
강원,평창,완숙토마토,1,13,2022-11-06,2.3,1306,0,15.33,84.81,,15.72,
강원,평창,완숙토마토,1,13,2022-11-07,5.01,1125,0,15.55,87.15,,15.82,
강원,평창,완숙토마토,1,13,2022-11-08,7.08,1211,0,15.6,87.08,,15.87,
강원,평창,완숙토마토,1,13,2022-11-09,5.55,1128,0,15.53,87.8,,15.77,
강원,평창,완숙토마토,1,13,2022-11-10,8.32,1136,0,15.8,89.2,,15.96,
강원,평창,완숙토마토,1,13,2022-11-11,8.79,1158,0,16.1,88.15,,16.3,
강원,평창,완숙토마토,1,13,2022-11-12,10.96,809,1,16.41,90.24,,16.49,
강원,평창,완숙토마토,1,13,2022-11-13,11.68,347,1,16.4,98.39,,16.08,
강원,평창,완숙토마토,1,13,2022-11-14,7.13,523,0,15.37,96.33,,15.2,
강원,평창,완숙토마토,1,13,2022-11-15,3.26,886,1,15.3,92.54,,15.31,
강원,평창,완숙토마토,1,13,2022-11-16,4.77,1124,0,15.34,90.65,,15.45,
강원,평창,완숙토마토,1,13,2022-11-17,4.58,1205,0,15.41,89.25,,15.58,
강원,평창,완숙토마토,1,13,2022-11-18,4.87,1243,0,15.44,87.1,,15.72,
강원,평창,완숙토마토,1,13,2022-11-19,5.96,923,0,15.54,88.63,,15.74,
강원,평창,완숙토마토,1,13,2022-11-20,7.28,1087,0,15.73,87.84,,15.96,
강원,평창,완숙토마토,1,13,2022-11-21,6.87,1003,0,15.73,89.3,,15.89,
강원,평창,완숙토마토,1,13,2022-11-22,6.88,606,1,15.77,93.19,,15.73,
강원,평창,완숙토마토,1,13,2022-11-23,7.76,714,1,15.38,92.65,,15.39,
강원,평창,완숙토마토,1,13,2022-11-24,3.46,962,0,15.15,89.6,,15.32,
강원,평창,완숙토마토,1,13,2022-11-25,4.19,1069,0,15.13,87.92,,15.38,
강원,평창,완숙토마토,1,13,2022-11-26,5.05,1046,1,15.1,88.84,,15.3,
강원,평창,완숙토마토,1,13,2022-11-27,1.08,1031,0,15.07,87.73,,15.33,
강원,평창,완숙토마토,1,13,2022-11-28,3.05,298,1,14.76,94.93,,14.68,
강원,평창,완숙토마토,1,13,2022-11-29,8.51,389,1,15.24,96.45,,15.06,
강원,평창,완숙토마토,1,13,2022-11-30,-4.93,1158,0,13.47,89.32,,13.72,
강원,평창,완숙토마토,1,13,2022-12-01,-7.28,1154,0,11.6,90.41,,11.87,
강원,평창,완숙토마토,1,13,2022-12-02,-7.18,1201,0,11.48,89.94,,11.78,
강원,평창,완숙토마토,1,13,2022-12-03,-2.85,338,0,9.89,96.55,,9.93,
강원,평창,완숙토마토,1,13,2022-12-04,-3.29,698,0,11.11,93.31,,11.26,
강원,평창,완숙토마토,1,13,2022-12-05,-6.12,1063,0,11.4,90.14,,11.69,
강원,평창,완숙토마토,1,13,2022-12-06,-5.93,430,1,9.88,94.27,,10.03,
강원,평창,완숙토마토,1,13,2022-12-07,0.75,717,1,12.0,94.45,,12.06,
강원,평창,완숙토마토,1,13,2022-12-08,-0.93,1068,0,12.23,90.25,,12.48,
강원,평창,완숙토마토,1,13,2022-12-09,-2.3,467,0,11.35,94.53,,11.43,
강원,평창,완숙토마토,1,13,2022-12-10,-1.9,574,0,10.44,95.29,,10.52,
