도,시군,품목,작기,농가명,날짜,평균 : 온도_외부,최대 : 일일누적일사량,최대 : 강우감지,평균 : 온도_내부,평균 : 상대습도_내부,평균 : 잔존CO2,평균 : 토양온도,합계 : 결측치-일사량추정
강원,춘천,완숙토마토,1,5,2019-04-17,14.66 ,2667 ,0,18.09 ,78.04 ,609.25 ,18.87 ,
강원,춘천,완숙토마토,1,5,2019-04-18,12.16 ,442 ,0,14.59 ,96.58 ,533.46 ,17.36 ,
강원,춘천,완숙토마토,1,5,2019-04-19,13.75 ,1610 ,0,15.98 ,90.41 ,507.67 ,17.07 ,
강원,춘천,완숙토마토,1,5,2019-04-20,14.00 ,2183 ,1,18.03 ,87.60 ,584.71 ,18.31 ,
강원,춘천,완숙토마토,1,5,2019-04-21,18.80 ,1712 ,0,19.40 ,90.12 ,536.67 ,19.13 ,
강원,춘천,완숙토마토,1,5,2019-04-22,19.82 ,2520 ,0,19.47 ,78.70 ,465.46 ,19.33 ,
강원,춘천,완숙토마토,1,5,2019-04-23,20.40 ,1849 ,0,19.36 ,82.05 ,454.58 ,19.21 ,
강원,춘천,완숙토마토,1,5,2019-04-24,21.63 ,1632 ,1,20.87 ,90.52 ,388.42 ,19.91 ,
강원,춘천,완숙토마토,1,5,2019-04-25,12.88 ,293 ,1,15.00 ,93.90 ,348.46 ,17.99 ,
강원,춘천,완숙토마토,1,5,2019-04-26,9.14 ,691 ,1,14.53 ,98.76 ,421.88 ,15.29 ,
강원,춘천,완숙토마토,1,5,2019-04-27,11.71 ,2548 ,0,16.15 ,87.77 ,473.71 ,15.58 ,
강원,춘천,완숙토마토,1,5,2019-04-28,12.82 ,1036 ,1,14.56 ,93.75 ,468.29 ,15.71 ,
강원,춘천,완숙토마토,1,5,2019-04-29,12.57 ,1330 ,0,15.22 ,96.63 ,513.17 ,15.03 ,
강원,춘천,완숙토마토,1,5,2019-04-30,15.87 ,2422 ,0,17.75 ,88.32 ,501.83 ,16.48 ,
강원,춘천,완숙토마토,1,5,2019-05-01,17.75 ,2691 ,0,18.42 ,83.89 ,444.79 ,18.26 ,
강원,춘천,완숙토마토,1,5,2019-05-02,17.34 ,2950 ,0,18.13 ,76.80 ,423.71 ,18.30 ,
강원,춘천,완숙토마토,1,5,2019-05-03,18.27 ,2882 ,0,18.35 ,78.75 ,450.54 ,18.14 ,
강원,춘천,완숙토마토,1,5,2019-05-04,19.22 ,2384 ,0,17.92 ,77.13 ,473.75 ,17.96 ,
강원,춘천,완숙토마토,1,5,2019-05-05,19.65 ,2537 ,0,18.57 ,76.96 ,470.00 ,18.10 ,
강원,춘천,완숙토마토,1,5,2019-05-06,15.86 ,3083 ,0,17.52 ,81.06 ,427.38 ,17.81 ,
강원,춘천,완숙토마토,1,5,2019-05-07,14.54 ,2967 ,0,16.38 ,77.55 ,466.17 ,16.37 ,
강원,춘천,완숙토마토,1,5,2019-05-08,16.53 ,2586 ,0,17.25 ,79.68 ,465.79 ,16.74 ,
강원,춘천,완숙토마토,1,5,2019-05-09,18.20 ,2756 ,0,17.20 ,78.12 ,449.38 ,17.30 ,
강원,춘천,완숙토마토,1,5,2019-05-10,19.02 ,2858 ,0,17.73 ,75.58 ,426.00 ,17.15 ,
강원,춘천,완숙토마토,1,5,2019-05-11,20.96 ,2669 ,0,19.31 ,78.92 ,490.88 ,18.68 ,
강원,춘천,완숙토마토,1,5,2019-05-12,21.03 ,2567 ,0,18.90 ,79.95 ,461.04 ,18.66 ,
강원,춘천,완숙토마토,1,5,2019-05-13,18.88 ,1220 ,0,17.46 ,88.98 ,464.67 ,18.11 ,
강원,춘천,완숙토마토,1,5,2019-05-14,20.45 ,2758 ,0,18.93 ,76.75 ,461.38 ,18.14 ,
강원,춘천,완숙토마토,1,5,2019-05-15,20.27 ,2504 ,0,18.58 ,76.83 ,445.08 ,18.03 ,
강원,춘천,완숙토마토,1,5,2019-05-16,22.58 ,2608 ,0,20.50 ,78.85 ,466.96 ,19.07 ,
강원,춘천,완숙토마토,1,5,2019-05-17,22.42 ,2035 ,0,20.73 ,81.67 ,440.50 ,19.75 ,
강원,춘천,완숙토마토,1,5,2019-05-18,22.85 ,1878 ,0,21.03 ,82.81 ,379.08 ,20.37 ,
강원,춘천,완숙토마토,1,5,2019-05-19,20.31 ,1026 ,1,19.93 ,97.58 ,406.29 ,19.74 ,
강원,춘천,완숙토마토,1,5,2019-05-20,18.55 ,2319 ,1,18.56 ,79.83 ,374.33 ,19.29 ,
강원,춘천,완숙토마토,1,5,2019-05-21,16.93 ,2938 ,0,16.40 ,74.43 ,414.00 ,16.52 ,
강원,춘천,완숙토마토,1,5,2019-05-22,19.03 ,2989 ,0,18.25 ,72.33 ,434.83 ,17.33 ,
강원,춘천,완숙토마토,1,5,2019-05-23,20.93 ,3030 ,0,19.65 ,73.23 ,444.04 ,18.82 ,
강원,춘천,완숙토마토,1,5,2019-05-24,23.74 ,2956 ,0,21.86 ,76.73 ,432.71 ,20.31 ,
강원,춘천,완숙토마토,1,5,2019-05-25,23.06 ,2043 ,0,21.57 ,78.55 ,426.71 ,21.66 ,
강원,춘천,완숙토마토,1,5,2019-05-26,23.55 ,2874 ,0,22.00 ,71.08 ,385.21 ,20.87 ,
강원,춘천,완숙토마토,1,5,2019-05-27,18.29 ,308 ,1,18.54 ,97.06 ,385.50 ,20.08 ,
강원,춘천,완숙토마토,1,5,2019-05-28,18.58 ,3137 ,0,18.19 ,72.70 ,361.17 ,18.09 ,
강원,춘천,완숙토마토,1,5,2019-05-29,19.41 ,3095 ,1,19.08 ,72.04 ,412.92 ,18.38 ,
강원,춘천,완숙토마토,1,5,2019-05-30,19.89 ,2195 ,0,19.25 ,73.98 ,434.92 ,18.57 ,
강원,춘천,완숙토마토,1,5,2019-05-31,21.23 ,2740 ,0,20.27 ,71.82 ,395.67 ,19.73 ,
강원,춘천,완숙토마토,1,5,2019-06-01,19.66 ,2703 ,0,18.95 ,77.54 ,410.17 ,18.83 ,
강원,춘천,완숙토마토,1,5,2019-06-02,22.65 ,3068 ,0,21.33 ,74.85 ,457.00 ,20.00 ,
강원,춘천,완숙토마토,1,5,2019-06-03,23.33 ,2854 ,0,21.73 ,76.91 ,440.54 ,20.92 ,
강원,춘천,완숙토마토,1,5,2019-06-04,24.26 ,2853 ,0,22.71 ,76.00 ,397.63 ,21.75 ,
강원,춘천,완숙토마토,1,5,2019-06-05,25.45 ,2708 ,0,23.55 ,78.31 ,395.67 ,22.28 ,
강원,춘천,완숙토마토,1,5,2019-06-06,21.80 ,763 ,1,20.98 ,97.24 ,407.08 ,21.92 ,
강원,춘천,완숙토마토,1,5,2019-06-07,20.05 ,974 ,1,19.96 ,93.33 ,370.25 ,20.20 ,
강원,춘천,완숙토마토,1,5,2019-06-08,21.25 ,2362 ,0,20.08 ,83.41 ,370.00 ,19.52 ,
강원,춘천,완숙토마토,1,5,2019-06-09,21.67 ,2410 ,1,21.26 ,84.38 ,379.79 ,20.95 ,
강원,춘천,완숙토마토,1,5,2019-06-10,19.19 ,1281 ,1,18.36 ,88.18 ,371.88 ,19.41 ,
강원,춘천,완숙토마토,1,5,2019-06-11,20.03 ,2588 ,0,18.35 ,80.94 ,369.92 ,18.05 ,
강원,춘천,완숙토마토,1,5,2019-06-12,22.37 ,3114 ,0,21.17 ,80.95 ,368.33 ,19.68 ,
강원,춘천,완숙토마토,1,5,2019-06-13,24.20 ,3041 ,0,22.63 ,79.60 ,393.29 ,21.53 ,
강원,춘천,완숙토마토,1,5,2019-06-14,23.78 ,2259 ,0,21.88 ,81.10 ,387.13 ,21.58 ,
강원,춘천,완숙토마토,1,5,2019-06-15,21.44 ,2509 ,1,20.97 ,86.46 ,375.54 ,21.34 ,
강원,춘천,완숙토마토,1,5,2019-06-16,22.17 ,2394 ,0,20.96 ,83.46 ,366.54 ,20.35 ,
강원,춘천,완숙토마토,1,5,2019-06-17,23.73 ,2944 ,0,22.48 ,77.80 ,405.38 ,21.40 ,
강원,춘천,완숙토마토,1,5,2019-06-18,19.87 ,683 ,1,19.58 ,96.96 ,407.50 ,20.41 ,
강원,춘천,완숙토마토,1,5,2019-06-19,22.12 ,931 ,1,21.18 ,96.83 ,390.67 ,20.12 ,
강원,춘천,완숙토마토,1,5,2019-06-20,24.71 ,2600 ,0,23.20 ,86.85 ,391.83 ,21.59 ,
강원,춘천,완숙토마토,1,5,2019-06-21,21.82 ,1624 ,1,21.35 ,94.10 ,376.29 ,22.01 ,
강원,춘천,완숙토마토,1,5,2019-06-22,22.24 ,2750 ,0,21.01 ,78.55 ,353.79 ,20.43 ,
강원,춘천,완숙토마토,1,5,2019-06-23,23.20 ,2684 ,0,21.60 ,80.04 ,378.96 ,20.71 ,
강원,춘천,완숙토마토,1,5,2019-06-24,25.99 ,3102 ,1,24.18 ,80.99 ,369.46 ,22.23 ,
강원,춘천,완숙토마토,1,5,2019-06-25,26.72 ,3043 ,0,24.77 ,79.00 ,392.46 ,23.50 ,
강원,춘천,완숙토마토,1,5,2019-06-26,25.35 ,1744 ,1,23.86 ,90.32 ,383.54 ,23.37 ,
강원,춘천,완숙토마토,1,5,2019-06-27,27.76 ,2330 ,1,25.96 ,90.51 ,381.96 ,24.41 ,
강원,춘천,완숙토마토,1,5,2019-06-28,27.06 ,1999 ,1,25.65 ,90.29 ,383.25 ,24.89 ,
강원,춘천,완숙토마토,1,5,2019-06-29,24.08 ,1399 ,1,22.93 ,93.26 ,359.08 ,23.53 ,
강원,춘천,완숙토마토,1,5,2019-06-30,25.13 ,2084 ,0,23.91 ,86.53 ,388.29 ,22.76 ,
강원,춘천,완숙토마토,1,6,2019-03-01,,2138 ,0,17.52 ,96.69 ,,,
강원,춘천,완숙토마토,1,6,2019-03-02,,2148 ,0,17.61 ,96.61 ,,,
강원,춘천,완숙토마토,1,6,2019-03-03,,2174 ,0,13.87 ,99.59 ,,,
강원,춘천,완숙토마토,1,6,2019-03-04,,2192 ,0,13.69 ,99.73 ,,,
강원,춘천,완숙토마토,1,6,2019-03-05,,1078 ,0,12.61 ,99.63 ,,,
강원,춘천,완숙토마토,1,6,2019-03-06,,1007 ,0,14.97 ,97.50 ,,,
강원,춘천,완숙토마토,1,6,2019-03-07,,2152 ,0,17.92 ,95.11 ,,,
강원,춘천,완숙토마토,1,6,2019-03-08,,2420 ,0,16.90 ,93.41 ,,,
강원,춘천,완숙토마토,1,6,2019-03-09,,1781 ,0,16.03 ,95.13 ,,,
강원,춘천,완숙토마토,1,6,2019-03-10,,1174 ,0,15.84 ,94.41 ,,,
강원,춘천,완숙토마토,1,6,2019-03-11,,1602 ,0,15.38 ,95.23 ,,,
강원,춘천,완숙토마토,1,6,2019-03-12,,647 ,0,13.68 ,96.07 ,,,
강원,춘천,완숙토마토,1,6,2019-03-13,,2244 ,0,14.86 ,95.50 ,,,
강원,춘천,완숙토마토,1,6,2019-03-14,,1802 ,0,15.84 ,94.44 ,,,
강원,춘천,완숙토마토,1,6,2019-03-15,,1091 ,0,14.47 ,94.95 ,,,
강원,춘천,완숙토마토,1,6,2019-03-16,,1308 ,0,14.47 ,94.75 ,,,
강원,춘천,완숙토마토,1,6,2019-03-17,,2561 ,0,16.88 ,95.30 ,,,
강원,춘천,완숙토마토,1,6,2019-03-18,,2128 ,0,16.92 ,94.99 ,,,
강원,춘천,완숙토마토,1,6,2019-03-19,,2216 ,0,17.87 ,94.87 ,,,
강원,춘천,완숙토마토,1,6,2019-03-20,,772 ,0,15.07 ,94.48 ,,,
강원,춘천,완숙토마토,1,6,2019-03-21,,829 ,0,14.30 ,94.74 ,,,
강원,춘천,완숙토마토,1,6,2019-03-22,,2455 ,0,15.63 ,95.59 ,,,
강원,춘천,완숙토마토,1,6,2019-03-23,,1537 ,0,15.24 ,95.39 ,,,
강원,춘천,완숙토마토,1,6,2019-03-24,,2825 ,0,16.13 ,95.75 ,,,
강원,춘천,완숙토마토,1,6,2019-03-25,,451 ,0,13.53 ,96.76 ,,,
강원,춘천,완숙토마토,1,6,2019-03-26,,2666 ,0,18.74 ,95.49 ,,,
강원,춘천,완숙토마토,1,6,2019-03-27,,883 ,0,16.16 ,94.76 ,,,
강원,춘천,완숙토마토,1,6,2019-03-28,,2228 ,0,17.53 ,95.28 ,,,
강원,춘천,완숙토마토,1,6,2019-03-29,,2668 ,0,17.50 ,94.56 ,,,
강원,춘천,완숙토마토,1,6,2019-03-30,,844 ,0,13.71 ,95.02 ,,,
강원,춘천,완숙토마토,1,6,2019-03-31,,577 ,0,13.51 ,96.73 ,,,
강원,춘천,완숙토마토,1,6,2019-04-01,,2780 ,0,17.88 ,95.84 ,,,
강원,춘천,완숙토마토,1,6,2019-04-02,,2694 ,0,17.34 ,95.49 ,,,
강원,춘천,완숙토마토,1,6,2019-04-03,,2909 ,0,17.47 ,95.35 ,,,
강원,춘천,완숙토마토,1,6,2019-04-04,,2608 ,0,17.78 ,95.45 ,,,
강원,춘천,완숙토마토,1,6,2019-04-05,,2339 ,0,18.49 ,95.15 ,,,
강원,춘천,완숙토마토,1,6,2019-04-06,,799 ,0,15.01 ,95.04 ,,,
강원,춘천,완숙토마토,1,6,2019-04-07,,2184 ,0,18.56 ,95.18 ,,,
강원,춘천,완숙토마토,1,6,2019-04-08,,2715 ,0,18.81 ,95.05 ,,,
강원,춘천,완숙토마토,1,6,2019-04-09,,785 ,0,14.95 ,95.46 ,,,
강원,춘천,완숙토마토,1,6,2019-04-10,,803 ,0,14.54 ,96.34 ,,,
강원,춘천,완숙토마토,1,6,2019-04-11,,1406 ,0,17.05 ,95.47 ,,,
강원,춘천,완숙토마토,1,6,2019-04-12,,2643 ,0,18.64 ,94.95 ,,,
강원,춘천,완숙토마토,1,6,2019-04-13,,2556 ,0,18.20 ,95.05 ,,,
강원,춘천,완숙토마토,1,6,2019-04-14,,730 ,0,14.35 ,95.25 ,,,
강원,춘천,완숙토마토,1,6,2019-04-15,,2604 ,0,18.49 ,95.47 ,,,
강원,춘천,완숙토마토,1,6,2019-04-16,,2445 ,0,18.55 ,95.00 ,,,
강원,춘천,완숙토마토,1,6,2019-04-17,,2729 ,0,19.80 ,95.20 ,,,
강원,춘천,완숙토마토,1,6,2019-04-18,,439 ,0,14.99 ,95.50 ,,,
강원,춘천,완숙토마토,1,6,2019-04-19,,1484 ,0,16.37 ,95.46 ,,,
강원,춘천,완숙토마토,1,6,2019-04-20,,2252 ,0,18.96 ,95.25 ,,,
강원,춘천,완숙토마토,1,6,2019-04-21,,1783 ,0,20.33 ,95.56 ,,,
강원,춘천,완숙토마토,1,6,2019-04-22,,2601 ,0,21.07 ,95.62 ,,,
강원,춘천,완숙토마토,1,6,2019-04-23,,1821 ,0,20.73 ,96.60 ,,,
강원,춘천,완숙토마토,1,6,2019-04-24,,1683 ,0,21.38 ,96.72 ,,,
강원,춘천,완숙토마토,1,6,2019-04-25,,314 ,0,13.95 ,95.43 ,,,
강원,춘천,완숙토마토,1,6,2019-04-26,,619 ,0,13.23 ,96.43 ,,,
강원,춘천,완숙토마토,1,6,2019-04-27,,2705 ,0,17.46 ,95.84 ,,,
강원,춘천,완숙토마토,1,6,2019-04-28,,984 ,0,15.36 ,95.45 ,,,
강원,춘천,완숙토마토,1,6,2019-04-29,,1238 ,0,15.06 ,95.85 ,,,
강원,춘천,완숙토마토,1,6,2019-04-30,,,0,17.71 ,97.29 ,,,
강원,춘천,완숙토마토,1,6,2019-05-01,,652 ,0,19.80 ,95.74 ,,,
강원,춘천,완숙토마토,1,6,2019-05-02,,668 ,0,20.10 ,95.73 ,,,
강원,춘천,완숙토마토,1,6,2019-05-03,,619 ,0,20.34 ,95.97 ,,,
강원,춘천,완숙토마토,1,6,2019-05-04,,350 ,0,20.27 ,95.63 ,,,
강원,춘천,완숙토마토,1,6,2019-05-05,,1141 ,0,21.38 ,95.98 ,,,
강원,춘천,완숙토마토,1,6,2019-05-06,,1337 ,0,19.15 ,95.41 ,,,
강원,춘천,완숙토마토,1,6,2019-05-07,,1327 ,0,18.96 ,96.02 ,,,
강원,춘천,완숙토마토,1,6,2019-05-08,,1289 ,0,19.16 ,95.66 ,,,
강원,춘천,완숙토마토,1,6,2019-05-09,,1157 ,0,20.06 ,96.00 ,,,
강원,춘천,완숙토마토,1,6,2019-05-10,,1287 ,0,20.90 ,95.77 ,,,
강원,춘천,완숙토마토,1,6,2019-05-11,,1235 ,0,22.12 ,96.19 ,,,
강원,춘천,완숙토마토,1,6,2019-05-12,,1333 ,0,21.38 ,96.66 ,,,
강원,춘천,완숙토마토,1,6,2019-05-13,,1123 ,0,18.48 ,96.81 ,,,
강원,춘천,완숙토마토,1,6,2019-05-14,,1128 ,0,21.33 ,96.20 ,,,
강원,춘천,완숙토마토,1,6,2019-05-15,,1129 ,0,20.25 ,96.28 ,,,
강원,춘천,완숙토마토,1,6,2019-05-16,,1255 ,0,24.39 ,95.94 ,,,
강원,춘천,완숙토마토,1,6,2019-05-17,,1320 ,0,22.24 ,96.66 ,,,
강원,춘천,완숙토마토,1,6,2019-05-18,,1282 ,0,22.43 ,96.58 ,,,
강원,춘천,완숙토마토,1,6,2019-05-19,,1002 ,0,20.16 ,96.22 ,,,
강원,춘천,완숙토마토,1,6,2019-05-20,,1088 ,0,20.23 ,96.75 ,,,
강원,춘천,완숙토마토,1,6,2019-05-21,,1352 ,0,20.08 ,96.13 ,,,
강원,춘천,완숙토마토,1,6,2019-05-22,,1356 ,0,20.83 ,96.27 ,,,
강원,춘천,완숙토마토,1,6,2019-05-23,,1376 ,0,21.88 ,96.51 ,,,
강원,춘천,완숙토마토,1,6,2019-05-24,,1957 ,0,24.12 ,96.57 ,,,
강원,춘천,완숙토마토,1,6,2019-05-25,,1334 ,0,22.51 ,96.93 ,,,
강원,춘천,완숙토마토,1,6,2019-05-26,,1307 ,0,23.76 ,96.81 ,,,
강원,춘천,완숙토마토,1,6,2019-05-27,,312 ,0,18.12 ,96.72 ,,,
강원,춘천,완숙토마토,1,6,2019-05-28,,1374 ,0,20.77 ,96.65 ,,,
강원,춘천,완숙토마토,1,6,2019-05-29,,1333 ,0,21.41 ,95.96 ,,,
강원,춘천,완숙토마토,1,6,2019-05-30,,1352 ,0,21.32 ,97.21 ,,,
강원,춘천,완숙토마토,1,6,2019-05-31,,1318 ,0,21.84 ,97.05 ,,,
강원,춘천,완숙토마토,1,6,2019-06-01,,1228 ,0,20.45 ,96.51 ,,,
강원,춘천,완숙토마토,1,6,2019-06-02,,1336 ,0,23.24 ,96.81 ,,,
강원,춘천,완숙토마토,1,6,2019-06-03,,1257 ,0,23.38 ,96.96 ,,,
강원,춘천,완숙토마토,1,6,2019-06-04,,1216 ,0,24.70 ,96.77 ,,,
강원,춘천,완숙토마토,1,6,2019-06-05,,1123 ,0,25.72 ,96.85 ,,,
강원,춘천,완숙토마토,1,6,2019-06-06,,690 ,0,21.02 ,96.87 ,,,
강원,춘천,완숙토마토,1,6,2019-06-07,,878 ,0,19.77 ,97.30 ,,,
강원,춘천,완숙토마토,1,6,2019-06-08,,1328 ,0,21.38 ,96.67 ,,,
강원,춘천,완숙토마토,1,6,2019-06-09,,1284 ,0,22.63 ,96.36 ,,,
강원,춘천,완숙토마토,1,6,2019-06-10,,1316 ,0,18.18 ,96.77 ,,,
강원,춘천,완숙토마토,1,6,2019-06-11,,1366 ,0,20.20 ,96.54 ,,,
강원,춘천,완숙토마토,1,6,2019-06-12,,1348 ,0,22.93 ,96.43 ,,,
강원,춘천,완숙토마토,1,6,2019-06-13,,1310 ,0,26.51 ,96.20 ,,,
강원,춘천,완숙토마토,1,6,2019-06-14,,1349 ,0,22.96 ,97.06 ,,,
강원,춘천,완숙토마토,1,6,2019-06-15,,1252 ,0,22.66 ,96.31 ,,,
강원,춘천,완숙토마토,1,6,2019-06-16,,1247 ,0,23.01 ,96.78 ,,,
강원,춘천,완숙토마토,1,6,2019-06-17,,1301 ,0,24.40 ,96.79 ,,,
강원,춘천,완숙토마토,1,6,2019-06-18,,712 ,0,19.87 ,96.45 ,,,
강원,춘천,완숙토마토,1,6,2019-06-19,,999 ,0,22.00 ,97.21 ,,,
강원,춘천,완숙토마토,1,6,2019-06-20,,1173 ,0,25.05 ,96.66 ,,,
강원,춘천,완숙토마토,1,6,2019-06-21,,1338 ,0,22.17 ,96.59 ,,,
강원,춘천,완숙토마토,1,6,2019-06-22,,1350 ,0,22.87 ,96.68 ,,,
강원,춘천,완숙토마토,1,6,2019-06-23,,1367 ,0,24.10 ,96.95 ,,,
강원,춘천,완숙토마토,1,6,2019-06-24,,1317 ,0,26.75 ,96.93 ,,,
강원,춘천,완숙토마토,1,6,2019-06-25,,1123 ,0,27.83 ,96.94 ,,,
강원,평창,완숙토마토,1,7,2019-04-24,,,0,20.56 ,71.54 ,,23.16 ,
강원,평창,완숙토마토,1,7,2019-04-25,,,0,13.26 ,76.54 ,,16.27 ,
강원,평창,완숙토마토,1,7,2019-04-26,,,0,10.85 ,80.21 ,,12.73 ,
강원,평창,완숙토마토,1,7,2019-04-27,,,0,16.19 ,61.92 ,,18.62 ,
강원,평창,완숙토마토,1,7,2019-04-28,,,0,13.84 ,71.33 ,,15.95 ,
강원,평창,완숙토마토,1,7,2019-04-29,,,0,14.49 ,72.88 ,,16.28 ,
강원,평창,완숙토마토,1,7,2019-04-30,,,0,18.35 ,66.58 ,,20.69 ,
강원,평창,완숙토마토,1,7,2019-05-01,,,0,19.28 ,60.38 ,,22.58 ,
강원,평창,완숙토마토,1,7,2019-05-02,,,0,20.35 ,53.50 ,,23.67 ,
강원,평창,완숙토마토,1,7,2019-05-03,,,0,21.24 ,49.54 ,,24.70 ,
