도,시군,품목,작기,농가명,날짜,평균 : 온도_외부,최대 : 일일누적일사량,최대 : 강우감지,평균 : 온도_내부,평균 : 상대습도_내부,평균 : 잔존CO2,평균 : 토양온도,합계 : 결측치-일사량추정
강원,춘천,완숙토마토,1,9,2020-05-02,,,0,20.83,88.97,,22.05,
강원,춘천,완숙토마토,1,9,2020-05-03,,,0,22.84,78.53,,24.38,
강원,춘천,완숙토마토,1,9,2020-05-04,,,0,22.62,73.76,,24.43,
강원,춘천,완숙토마토,1,9,2020-05-05,,,0,19.09,80.9,,20.92,
강원,춘천,완숙토마토,1,9,2020-05-06,,,0,21.45,70.36,,23.56,
강원,춘천,완숙토마토,1,9,2020-05-07,,,0,20.75,67.93,,23.06,
강원,춘천,완숙토마토,1,9,2020-05-08,,,0,21.74,65.04,,24.09,
강원,춘천,완숙토마토,1,9,2020-05-09,,,0,16.24,94.06,,17.7,
강원,춘천,완숙토마토,1,9,2020-05-10,,,0,18.24,86.41,,19.88,
강원,춘천,완숙토마토,1,9,2020-05-11,,,0,20.71,70.75,,22.88,
강원,춘천,완숙토마토,1,9,2020-05-12,,,0,17.41,86.4,,19.14,
강원,춘천,완숙토마토,1,9,2020-05-13,,,0,19.75,69.04,,22.12,
강원,춘천,완숙토마토,1,9,2020-05-14,,,0,19.53,70.28,,21.86,
강원,춘천,완숙토마토,1,9,2020-05-15,,,0,16.2,88.15,,17.97,
강원,춘천,완숙토마토,1,9,2020-05-16,,,0,20.5,86.22,,21.9,
강원,춘천,완숙토마토,1,9,2020-05-17,,,0,22.67,79.69,,24.17,
강원,춘천,완숙토마토,1,9,2020-05-18,,,0,21.7,80.18,,23.28,
강원,춘천,완숙토마토,1,9,2020-05-19,,,0,16.24,88.37,,18.0,
강원,춘천,완숙토마토,1,9,2020-05-20,,,0,16.57,81.31,,18.65,
강원,춘천,완숙토마토,1,9,2020-05-21,,,0,19.27,76.59,,21.3,
강원,춘천,완숙토마토,1,9,2020-05-22,,,0,19.86,82.02,,21.54,
강원,춘천,완숙토마토,1,9,2020-05-23,,,0,21.56,75.35,,23.4,
강원,춘천,완숙토마토,1,9,2020-05-24,,,0,20.7,80.63,,22.36,
강원,춘천,완숙토마토,1,9,2020-05-25,,,0,20.13,81.78,,21.8,
강원,춘천,완숙토마토,1,9,2020-05-26,,,0,19.68,80.5,,21.46,
강원,춘천,완숙토마토,1,9,2020-05-27,,,0,20.86,70.16,,23.05,
강원,춘천,완숙토마토,1,9,2020-05-28,,,0,19.47,75.03,,21.56,
강원,춘천,완숙토마토,1,9,2020-05-29,,,0,22.18,69.48,,24.26,
강원,춘천,완숙토마토,1,9,2020-05-30,,,0,23.2,64.11,,25.44,
강원,춘천,완숙토마토,1,9,2020-05-31,,,0,22.41,67.28,,24.57,
강원,춘천,완숙토마토,1,9,2020-06-01,,,0,22.68,61.81,,25.1,
강원,춘천,완숙토마토,1,9,2020-06-02,,,0,17.64,80.63,,19.64,
강원,춘천,완숙토마토,1,9,2020-06-03,,,0,23.07,72.64,,24.89,
강원,춘천,완숙토마토,1,9,2020-06-04,,,0,24.44,74.13,,26.03,
강원,춘천,완숙토마토,1,9,2020-06-05,,,0,24.05,74.68,,25.65,
강원,춘천,완숙토마토,1,9,2020-06-06,,,0,24.36,68.26,,26.26,
강원,춘천,완숙토마토,1,9,2020-06-07,,,0,25.11,72.19,,26.72,
강원,춘천,완숙토마토,1,9,2020-06-08,,,0,25.61,75.96,,26.97,
강원,춘천,완숙토마토,1,9,2020-06-09,,,0,26.61,74.39,,27.95,
강원,춘천,완숙토마토,1,9,2020-06-10,,,0,26.38,76.26,,27.64,
강원,춘천,완숙토마토,1,9,2020-06-11,,,0,27.23,74.07,,28.51,
강원,춘천,완숙토마토,1,9,2020-06-12,,,0,24.38,76.68,,25.84,
강원,춘천,완숙토마토,1,9,2020-06-13,,,0,26.49,67.55,,28.19,
강원,춘천,완숙토마토,1,9,2020-06-14,,,0,25.8,72.6,,27.32,
강원,춘천,완숙토마토,1,9,2020-06-15,,,0,24.62,64.07,,26.71,
강원,춘천,완숙토마토,1,9,2020-06-16,,,0,23.64,70.22,,25.52,
강원,춘천,완숙토마토,1,9,2020-06-17,,,0,25.27,69.0,,27.03,
강원,춘천,완숙토마토,1,9,2020-06-18,,,0,23.29,73.76,,25.02,
강원,춘천,완숙토마토,1,9,2020-06-19,,,0,23.79,74.45,,25.43,
강원,춘천,완숙토마토,1,9,2020-06-20,,,0,25.0,74.25,,26.52,
강원,춘천,완숙토마토,1,9,2020-06-21,,,0,26.43,71.66,,27.93,
강원,춘천,완숙토마토,1,9,2020-06-22,,,0,27.42,66.24,,29.09,
강원,춘천,완숙토마토,1,9,2020-06-23,,,0,26.48,68.95,,28.11,
강원,춘천,완숙토마토,1,9,2020-06-24,,,0,21.97,86.92,,23.17,
강원,춘천,완숙토마토,1,9,2020-06-25,,,0,21.81,92.29,,22.75,
강원,춘천,완숙토마토,1,9,2020-06-26,,,0,22.9,83.5,,24.17,
강원,춘천,완숙토마토,1,9,2020-06-27,,,0,25.03,76.02,,26.46,
강원,춘천,완숙토마토,1,9,2020-06-28,,,0,25.15,77.13,,26.51,
강원,춘천,완숙토마토,1,9,2020-06-29,,,0,23.72,83.46,,24.91,
강원,춘천,완숙토마토,1,9,2020-06-30,,,0,21.33,80.08,,22.95,
강원,춘천,완숙토마토,1,9,2020-07-01,,,0,21.5,84.36,,22.88,
강원,춘천,완숙토마토,1,9,2020-07-02,,,0,24.98,74.43,,26.49,
강원,춘천,완숙토마토,1,9,2020-07-03,,,0,26.81,64.57,,28.63,
강원,춘천,완숙토마토,1,9,2020-07-04,,,0,26.08,62.5,,28.09,
강원,춘천,완숙토마토,1,9,2020-07-05,,,0,25.8,69.71,,27.47,
강원,춘천,완숙토마토,1,9,2020-07-06,,,0,26.89,70.28,,28.41,
강원,평창,완숙토마토,1,6,2020-04-16,,,0,23.0,43.25,,26.34,
강원,평창,완숙토마토,1,6,2020-04-17,,,0,15.94,61.75,,19.1,
강원,평창,완숙토마토,1,6,2020-04-18,,,0,17.42,60.25,,20.5,
강원,평창,완숙토마토,1,6,2020-04-19,,,0,13.41,65.92,,16.64,
강원,평창,완숙토마토,1,6,2020-04-20,,,0,14.55,69.96,,17.44,
강원,평창,완숙토마토,1,6,2020-04-21,,,0,16.08,49.22,,19.87,
강원,평창,완숙토마토,1,6,2020-04-22,,,0,15.8,43.78,,19.9,
강원,평창,완숙토마토,1,6,2020-04-23,,,0,18.18,45.41,,21.94,
강원,평창,완숙토마토,1,6,2020-04-24,,,0,16.86,40.62,,21.01,
강원,평창,완숙토마토,1,6,2020-04-25,,,0,19.33,42.75,,23.1,
강원,평창,완숙토마토,1,6,2020-04-26,,,0,17.2,54.26,,20.61,
강원,평창,완숙토마토,1,6,2020-04-27,,,0,15.13,52.71,,18.85,
강원,평창,완숙토마토,1,6,2020-04-28,,,0,18.28,45.13,,22.04,
강원,평창,완숙토마토,1,6,2020-04-29,,,0,20.68,43.08,,24.28,
강원,평창,완숙토마토,1,6,2020-04-30,,,0,21.38,44.97,,24.81,
강원,평창,완숙토마토,1,6,2020-05-01,,,0,23.78,55.16,,26.42,
강원,평창,완숙토마토,1,6,2020-05-02,,,0,22.19,68.4,,24.32,
강원,평창,완숙토마토,1,6,2020-05-03,,,0,20.75,71.93,,22.86,
강원,평창,완숙토마토,1,6,2020-05-04,,,0,20.85,66.84,,23.21,
강원,평창,완숙토마토,1,6,2020-05-05,,,0,19.65,67.27,,22.12,
강원,평창,완숙토마토,1,6,2020-05-06,,,0,21.15,56.51,,24.01,
강원,평창,완숙토마토,1,6,2020-05-07,,,0,19.61,49.35,,23.01,
강원,평창,완숙토마토,1,6,2020-05-08,,,0,21.44,41.99,,25.02,
강원,평창,완숙토마토,1,6,2020-05-09,,,0,16.45,85.39,,18.34,
강원,평창,완숙토마토,1,6,2020-05-10,,,0,17.56,80.17,,19.59,
강원,평창,완숙토마토,1,6,2020-05-11,,,0,19.11,56.19,,22.21,
강원,평창,완숙토마토,1,6,2020-05-12,,,0,17.25,61.83,,20.26,
강원,평창,완숙토마토,1,6,2020-05-13,,,0,19.3,52.15,,22.59,
강원,평창,완숙토마토,1,6,2020-05-14,,,0,19.6,48.06,,23.07,
강원,평창,완숙토마토,1,6,2020-05-15,,,0,15.2,82.85,,17.35,
강원,평창,완숙토마토,1,6,2020-05-16,,,0,18.67,81.27,,20.52,
강원,평창,완숙토마토,1,6,2020-05-17,,,0,22.1,71.28,,24.09,
강원,평창,완숙토마토,1,6,2020-05-18,,,0,18.58,79.95,,20.51,
강원,평창,완숙토마토,1,6,2020-05-19,,,0,14.4,78.23,,16.88,
강원,평창,완숙토마토,1,6,2020-05-20,,,0,15.67,77.48,,18.05,
강원,평창,완숙토마토,1,6,2020-05-21,,,0,17.93,69.63,,20.47,
강원,평창,완숙토마토,1,6,2020-05-22,,,0,19.1,72.39,,21.37,
강원,평창,완숙토마토,1,6,2020-05-23,,,0,21.0,68.58,,23.25,
강원,평창,완숙토마토,1,6,2020-05-24,,,0,19.38,74.11,,21.53,
강원,평창,완숙토마토,1,6,2020-05-25,,,0,20.11,70.76,,22.35,
강원,평창,완숙토마토,1,6,2020-05-26,,,0,19.51,68.63,,21.92,
강원,평창,완숙토마토,1,6,2020-05-27,,,0,20.83,54.73,,23.82,
강원,평창,완숙토마토,1,6,2020-05-28,,,0,19.59,59.82,,22.45,
강원,평창,완숙토마토,1,6,2020-05-29,,,0,20.81,59.87,,23.53,
강원,평창,완숙토마토,1,6,2020-05-30,,,0,25.93,43.16,,28.95,
강원,평창,완숙토마토,1,6,2020-05-31,,,0,25.06,44.91,,28.09,
강원,평창,완숙토마토,1,6,2020-06-01,,,0,22.06,55.69,,24.86,
강원,평창,완숙토마토,1,6,2020-06-02,,,0,20.91,53.64,,23.94,
강원,평창,완숙토마토,1,6,2020-06-03,,,0,23.65,62.18,,25.94,
강원,평창,완숙토마토,1,6,2020-06-05,,,0,27.05,56.82,,29.24,
강원,평창,완숙토마토,1,6,2020-06-06,,,0,24.79,62.54,,26.94,
강원,평창,완숙토마토,1,6,2020-06-07,,,0,25.46,65.68,,27.37,
강원,평창,완숙토마토,1,6,2020-06-08,,,0,25.54,73.67,,27.03,
강원,평창,완숙토마토,1,6,2020-06-09,,,0,25.25,72.7,,26.82,
강원,평창,완숙토마토,1,6,2020-06-10,,,0,24.46,74.52,,26.03,
강원,평창,완숙토마토,1,6,2020-06-11,,,0,25.35,77.53,,26.66,
강원,평창,완숙토마토,1,6,2020-06-12,,,0,22.66,82.31,,24.02,
강원,평창,완숙토마토,1,6,2020-06-13,,,0,24.2,73.45,,25.85,
강원,평창,완숙토마토,1,6,2020-06-14,,,0,24.27,73.57,,25.91,
강원,평창,완숙토마토,1,6,2020-06-15,,,0,22.55,63.43,,24.9,
강원,평창,완숙토마토,1,6,2020-06-16,,,0,21.49,66.0,,23.82,
강원,평창,완숙토마토,1,6,2020-06-17,,,0,21.76,71.64,,23.77,
강원,평창,완숙토마토,1,6,2020-06-18,,,0,21.45,78.34,,23.15,
강원,평창,완숙토마토,1,6,2020-06-19,,,0,20.37,80.26,,22.09,
강원,평창,완숙토마토,1,6,2020-06-20,,,0,21.54,81.38,,23.07,
강원,평창,완숙토마토,1,6,2020-06-21,,,0,22.45,85.78,,23.66,
강원,평창,완숙토마토,1,6,2020-06-22,,,0,23.59,82.42,,24.84,
강원,평창,완숙토마토,1,6,2020-06-23,,,0,23.75,75.69,,25.33,
강원,평창,완숙토마토,1,6,2020-06-24,,,0,20.52,88.38,,21.8,
강원,평창,완숙토마토,1,6,2020-06-25,,,0,21.48,90.53,,22.55,
강원,평창,완숙토마토,1,6,2020-06-26,,,0,20.83,86.93,,22.15,
강원,평창,완숙토마토,1,6,2020-06-27,,,0,22.52,84.03,,23.81,
강원,평창,완숙토마토,1,6,2020-06-28,,,0,22.6,82.23,,23.97,
강원,평창,완숙토마토,1,6,2020-06-29,,,0,22.06,84.76,,23.36,
강원,평창,완숙토마토,1,6,2020-06-30,,,0,19.63,83.83,,21.25,
강원,평창,완숙토마토,1,6,2020-07-01,,,0,18.78,88.4,,20.25,
강원,평창,완숙토마토,1,6,2020-07-02,,,0,21.18,80.53,,22.8,
강원,평창,완숙토마토,1,6,2020-07-03,,,0,20.95,79.01,,22.67,
강원,평창,완숙토마토,1,6,2020-07-04,,,0,20.87,80.23,,22.54,
강원,평창,완숙토마토,1,6,2020-07-05,,,0,21.99,78.23,,23.64,
강원,평창,완숙토마토,1,6,2020-07-06,,,0,23.02,79.36,,24.49,
강원,평창,완숙토마토,1,6,2020-07-07,,,0,22.5,81.44,,23.92,
강원,평창,완숙토마토,1,6,2020-07-08,,,0,23.18,82.07,,24.5,
강원,평창,완숙토마토,1,6,2020-07-09,,,0,24.57,79.11,,25.89,
강원,평창,완숙토마토,1,6,2020-07-10,,,0,22.34,87.93,,23.45,
강원,평창,완숙토마토,1,6,2020-07-11,,,0,21.69,86.08,,22.96,
강원,평창,완숙토마토,1,6,2020-07-12,,,0,19.97,82.89,,21.6,
강원,평창,완숙토마토,1,6,2020-07-13,,,0,18.32,90.37,,19.74,
강원,평창,완숙토마토,1,6,2020-07-14,,,0,18.34,88.5,,19.86,
강원,평창,완숙토마토,1,6,2020-07-15,,,0,20.13,83.58,,21.7,
강원,평창,완숙토마토,1,6,2020-07-16,,,0,20.94,79.56,,22.63,
강원,평창,완숙토마토,1,6,2020-07-17,,,0,21.89,79.62,,23.48,
강원,평창,완숙토마토,1,6,2020-07-18,,,0,22.5,81.64,,23.91,
강원,평창,완숙토마토,1,6,2020-07-19,,,0,22.61,85.26,,23.82,
강원,평창,완숙토마토,1,6,2020-07-20,,,0,24.79,83.57,,25.85,
강원,평창,완숙토마토,1,6,2020-07-21,,,0,25.42,80.62,,26.57,
강원,평창,완숙토마토,1,6,2020-07-22,,,0,22.69,89.83,,23.66,
강원,평창,완숙토마토,1,6,2020-07-23,,,0,20.16,91.15,,21.34,
강원,평창,완숙토마토,1,6,2020-07-24,,,0,20.68,88.48,,21.94,
강원,평창,완숙토마토,1,6,2020-07-25,,,0,21.64,91.8,,22.62,
강원,평창,완숙토마토,1,6,2020-07-26,,,0,23.02,87.55,,24.07,
강원,평창,완숙토마토,1,6,2020-07-27,,,0,22.35,91.03,,23.3,
강원,평창,완숙토마토,1,6,2020-07-28,,,0,22.11,92.11,,23.03,
강원,평창,완숙토마토,1,6,2020-07-29,,,0,23.25,89.42,,24.18,
강원,평창,완숙토마토,1,6,2020-07-30,,,0,23.73,90.45,,24.55,
강원,평창,완숙토마토,1,6,2020-07-31,,,0,24.27,86.04,,25.26,
강원,평창,완숙토마토,1,6,2020-08-01,,,0,24.4,90.63,,25.14,
강원,평창,완숙토마토,1,6,2020-08-02,,,0,24.28,91.14,,25.01,
강원,평창,완숙토마토,1,6,2020-08-03,,,0,23.35,90.32,,24.22,
강원,평창,완숙토마토,1,6,2020-08-04,,,0,24.74,91.3,,25.41,
강원,평창,완숙토마토,1,6,2020-08-05,,,0,24.07,92.72,,24.74,
강원,평창,완숙토마토,1,6,2020-08-06,,,0,23.68,92.25,,24.42,
강원,평창,완숙토마토,1,6,2020-08-07,,,0,22.51,92.01,,23.39,
강원,평창,완숙토마토,1,6,2020-08-08,,,0,22.08,92.5,,22.98,
강원,평창,완숙토마토,1,6,2020-08-09,,,0,23.48,89.96,,24.36,
강원,평창,완숙토마토,1,6,2020-08-10,,,0,25.15,89.52,,25.87,
강원,평창,완숙토마토,1,6,2020-08-11,,,0,23.73,92.17,,24.47,
강원,평창,완숙토마토,1,6,2020-08-12,,,0,25.06,89.94,,25.76,
강원,평창,완숙토마토,1,6,2020-08-13,,,0,25.75,87.85,,26.49,
강원,평창,완숙토마토,1,6,2020-08-14,,,0,26.46,85.87,,27.22,
강원,평창,완숙토마토,1,6,2020-08-15,,,0,24.65,92.01,,25.29,
강원,평창,완숙토마토,1,6,2020-08-16,,,0,25.59,86.13,,26.43,
강원,평창,완숙토마토,1,6,2020-08-17,,,0,25.55,87.68,,26.32,
강원,평창,완숙토마토,1,6,2020-08-18,,,0,25.55,87.03,,26.35,
강원,평창,완숙토마토,1,6,2020-08-19,,,0,24.98,83.94,,26.0,
강원,평창,완숙토마토,1,6,2020-08-20,,,0,25.46,85.0,,26.37,
강원,평창,완숙토마토,1,6,2020-08-21,,,0,24.26,87.03,,25.2,
강원,평창,완숙토마토,1,6,2020-08-22,,,0,24.53,86.75,,25.46,
강원,평창,완숙토마토,1,6,2020-08-23,,,0,23.4,83.28,,24.63,
강원,평창,완숙토마토,1,6,2020-08-24,,,0,24.29,83.29,,25.42,
강원,평창,완숙토마토,1,6,2020-08-25,,,0,25.89,81.43,,26.94,
강원,평창,완숙토마토,1,6,2020-08-26,,,0,25.89,83.14,,26.85,
강원,평창,완숙토마토,1,6,2020-08-27,,,0,26.22,85.18,,27.04,
강원,평창,완숙토마토,1,6,2020-08-28,,,0,26.73,85.73,,27.47,
강원,평창,완숙토마토,1,6,2020-08-29,,,0,26.08,87.56,,26.79,
강원,평창,완숙토마토,1,6,2020-08-30,,,0,24.99,90.05,,25.7,
강원,평창,완숙토마토,1,6,2020-08-31,,,0,23.35,87.11,,24.39,
강원,평창,완숙토마토,1,6,2020-09-01,,,0,24.17,83.04,,25.33,
강원,평창,완숙토마토,1,6,2020-09-02,,,0,23.5,92.05,,24.27,
강원,평창,완숙토마토,1,6,2020-09-03,,,0,22.12,83.45,,23.48,
강원,평창,완숙토마토,1,6,2020-09-04,,,0,20.76,74.27,,22.75,
강원,평창,완숙토마토,1,6,2020-09-05,,,0,18.34,88.61,,19.85,
강원,평창,완숙토마토,1,6,2020-09-06,,,0,18.82,88.37,,20.29,
강원,평창,완숙토마토,1,6,2020-09-07,,,0,19.3,88.54,,20.71,
강원,평창,완숙토마토,1,6,2020-09-08,,,0,21.33,72.61,,23.34,
강원,평창,완숙토마토,1,6,2020-09-09,,,0,19.3,84.59,,20.91,
강원,평창,완숙토마토,1,6,2020-09-10,,,0,19.78,84.81,,21.33,
강원,평창,완숙토마토,1,6,2020-09-11,,,0,19.22,87.08,,20.71,
강원,평창,완숙토마토,1,6,2020-09-12,,,0,18.36,88.1,,19.9,
강원,평창,완숙토마토,1,6,2020-09-13,,,0,19.6,81.2,,21.36,
강원,평창,완숙토마토,1,6,2020-09-14,,,0,19.84,83.55,,21.45,
강원,평창,완숙토마토,1,6,2020-09-15,,,0,20.37,82.78,,21.96,
강원,평창,완숙토마토,1,6,2020-09-16,,,0,20.4,86.27,,21.81,
강원,평창,완숙토마토,1,6,2020-09-17,,,0,19.6,87.4,,21.04,
강원,평창,완숙토마토,1,6,2020-09-18,,,0,18.23,77.91,,20.31,
강원,평창,완숙토마토,1,6,2020-09-19,,,0,17.69,79.87,,19.72,
강원,평창,완숙토마토,1,6,2020-09-20,,,0,18.19,78.92,,20.22,
강원,평창,완숙토마토,1,6,2020-09-21,,,0,19.07,81.52,,20.87,
강원,평창,완숙토마토,1,6,2020-09-22,,,0,17.81,84.37,,19.6,
강원,평창,완숙토마토,1,6,2020-09-23,,,0,17.08,88.08,,18.76,
강원,평창,완숙토마토,1,6,2020-09-24,,,0,17.8,88.71,,19.37,
강원,평창,완숙토마토,1,6,2020-09-25,,,0,18.28,85.0,,19.98,
강원,평창,완숙토마토,1,6,2020-09-26,,,0,18.15,84.53,,19.89,
강원,평창,완숙토마토,1,6,2020-09-27,,,0,19.88,80.49,,21.64,
강원,평창,완숙토마토,1,6,2020-09-28,,,0,19.79,78.63,,21.66,
강원,평창,완숙토마토,1,6,2020-09-29,,,0,19.4,83.91,,21.04,
강원,평창,완숙토마토,1,6,2020-09-30,,,0,18.97,84.71,,20.61,
강원,평창,완숙토마토,1,6,2020-10-01,,,0,20.14,81.96,,21.8,
강원,평창,완숙토마토,1,6,2020-10-02,,,0,20.05,79.04,,21.87,
강원,평창,완숙토마토,1,6,2020-10-03,,,0,19.32,88.96,,20.71,
강원,평창,완숙토마토,1,6,2020-10-04,,,0,19.31,76.08,,21.36,
강원,평창,완숙토마토,1,6,2020-10-05,,,0,16.62,71.07,,19.23,
강원,평창,완숙토마토,1,6,2020-10-06,,,0,17.18,77.61,,19.39,
강원,평창,완숙토마토,1,6,2020-10-07,,,0,15.97,79.46,,18.21,
강원,평창,완숙토마토,1,6,2020-10-08,,,0,17.35,77.34,,19.55,
강원,평창,완숙토마토,1,6,2020-10-09,,,0,17.53,78.85,,19.63,
강원,평창,완숙토마토,1,6,2020-10-10,,,0,17.52,81.87,,19.47,
강원,평창,완숙토마토,1,6,2020-10-11,,,0,18.39,84.51,,20.11,
강원,평창,완숙토마토,1,6,2020-10-12,,,0,18.75,84.1,,20.45,
강원,평창,완숙토마토,1,6,2020-10-13,,,0,18.02,83.76,,19.82,
강원,평창,완숙토마토,1,6,2020-10-14,,,0,16.13,79.9,,18.33,
강원,평창,완숙토마토,1,6,2020-10-15,,,0,15.1,79.68,,17.43,
강원,평창,완숙토마토,1,6,2020-10-16,,,0,14.85,87.39,,16.81,
강원,평창,완숙토마토,1,6,2020-10-17,,,0,15.74,77.34,,18.12,
